marketplace,category,title,price,description,seller,location,date_posted,url,scraped_at
krisha.kz,Квартиры,2-комнатная квартира · 45 м² · 4/5 этаж,27500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005775702,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,36999999,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005737834,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,36999999,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005737834,2025-09-30 09:37:58
krisha.kz,Квартиры,4-комнатная квартира · 92 м² · 7/8 этаж,66000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005745668,2025-09-30 09:37:58
krisha.kz,Квартиры,4-комнатная квартира · 92 м² · 7/8 этаж,66000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005745668,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,37000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005797475,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,37000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005797475,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 43 м² · 5/5 этаж,29000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1000981451,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 43 м² · 5/5 этаж,29000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1000981451,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 60 м² · 1/5 этаж,38000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005794196,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 60 м² · 1/5 этаж,38000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005794196,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 40 м² · 2/5 этаж,25000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005791521,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 40 м² · 2/5 этаж,25000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005791521,2025-09-30 09:37:58
